-39.69865517,-58.4190862,-21.28706322
-38.44865517,-58.2690862,-21.21706322
-37.24865517,-58.0890862,-21.61706322
-35.99865517,-57.9490862,-21.42706322
-34.67865517,-57.7990862,-21.12706322
-33.38865517,-57.6590862,-20.82706322
-32.19865517,-57.5090862,-21.42706322
-30.97865517,-57.3590862,-21.33706322
-29.75865517,-57.2190862,-21.35706322
-28.43865517,-57.0690862,-20.98706322
-27.31865517,-56.8890862,-21.58706322
-26.02865517,-56.7490862,-21.47706322
-24.63865517,-56.6090862,-21.16706322
-24.22865517,-56.1990862,-21.70706322
-25.69865517,-56.0690862,-21.09706322
-26.96865517,-55.9490862,-21.62706322
-28.28865517,-55.8290862,-21.46706322
-29.62865517,-55.7490862,-21.42706322
-31.06865517,-55.5890862,-21.05706322
-32.37865517,-55.4990862,-21.44706322
-33.78865517,-55.3790862,-20.89706322
-35.12865517,-55.2590862,-20.98706322
-36.33865517,-55.1390862,-21.56706322
-39.89865517,-55.0890862,-21.33706322
-37.70865517,-55.0190862,-21.56706322
-38.59865517,-54.9190862,-21.16706322
-39.11865517,-54.8990862,-21.36706322
-19.70865517,-54.8690862,-21.47706322
-40.46865517,-54.7690862,-21.07706322
-37.43865517,-54.7690862,-21.25706322
-21.07865517,-54.7490862,-21.35706322
-22.41865517,-54.6290862,-21.10706322
-36.18865517,-54.6190862,-21.43706322
-23.59865517,-54.5490862,-21.47706322
-34.89865517,-54.4790862,-21.09706322
-24.93865517,-54.4290862,-21.75706322
-26.24865517,-54.3090862,-21.64706322
-33.74865517,-54.2890862,-21.61706322
-27.56865517,-54.1890862,-21.17706322
-32.45865517,-54.1490862,-21.05706322
-28.90865517,-54.0690862,-21.33706322
-31.29865517,-53.9990862,-21.46706322
-30.17865517,-53.9490862,-21.34706322
-31.48865517,-53.8290862,-21.62706322
-29.91865517,-53.8290862,-20.84706322
-32.86865517,-53.7090862,-21.38706322
-28.79865517,-53.6790862,-21.75706322
-34.26865517,-53.5790862,-21.08706322
-27.49865517,-53.4990862,-21.45706322
-35.51865517,-53.4690862,-21.41706322
-26.20865517,-53.3590862,-21.33706322
-36.95865517,-53.3390862,-21.12706322
-38.19865517,-53.2290862,-21.43706322
-25.11865517,-53.1990862,-21.83706322
-39.54865517,-53.1090862,-21.48706322
-23.79865517,-53.0590862,-21.06706322
-40.88865517,-52.9790862,-21.77706322
-22.51865517,-52.9190862,-20.97706322
-21.28865517,-52.7390862,-21.25706322
-20.16865517,-52.5890862,-21.22706322
-18.84865517,-52.4490862,-21.12706322
-17.62865517,-52.2690862,-21.13706322
-16.37865517,-52.1190862,-21.26706322
-15.20865517,-51.9690862,-21.36706322
-13.98865517,-51.8190862,-21.37706322
-12.73865517,-51.6490862,-21.51706322
-11.47865517,-51.4990862,-21.47706322
-10.22865517,-51.3190862,-21.60706322
-9.038655172,-51.1690862,-21.75706322
-7.848655172,-51.0290862,-21.80706322
-6.428655172,-50.8590862,-21.35706322
-5.238655172,-50.7090862,-21.69706322
-3.958655172,-50.5290862,-21.41706322
-2.788655172,-50.3790862,-21.63706322
-1.418655172,-50.2690862,-21.56706322
-1.538655172,-50.2390862,-21.68706322
-2.858655172,-50.1490862,-21.58706322
-0.278655172,-50.0590862,-21.64706322
-4.228655172,-50.0290862,-21.18706322
-5.468655172,-49.9090862,-21.90706322
-6.878655172,-49.7890862,-21.55706322
-8.218655172,-49.6990862,-21.46706322
-9.598655172,-49.5790862,-21.54706322
-10.89865517,-49.4590862,-21.58706322
-12.17865517,-49.3390862,-21.55706322
-13.62865517,-49.2090862,-21.30706322
-14.99865517,-49.0890862,-21.13706322
2.911344828,-48.9790862,-21.46706322
-16.30865517,-48.9690862,-21.24706322
1.671344828,-48.8590862,-21.67706322
-17.71865517,-48.8490862,-21.03706322
-19.02865517,-48.7590862,-21.09706322
0.231344828,-48.7290862,-21.48706322
-20.42865517,-48.6390862,-20.89706322
-1.118655172,-48.6090862,-21.97706322
-21.70865517,-48.5190862,-21.48706322
-2.528655172,-48.4890862,-21.51706322
