81.82821,16.42147,205.31
83.07821,16.33147,204.91
83.57821,10.31147,204.87
82.20821,10.43147,204.5
80.89821,10.51147,204.76
79.51821,10.60147,204.77
78.17821,10.72147,204.86
76.86821,10.81147,204.82
75.52821,10.93147,204.95
74.07821,11.02147,204.84
72.73821,11.15147,204.96
71.42821,11.23147,205.13
70.01821,11.36147,204.96
68.57821,11.45147,204.89
67.30821,11.53147,205.07
65.99821,11.65147,205.18
64.58821,11.74147,205.14
63.20821,11.87147,205.17
61.82821,11.96147,204.98
60.54821,12.07147,205.35
59.17821,12.16147,205.31
52.98821,12.52147,176.37
51.50821,12.61147,175.59
50.19821,12.73147,175.83
48.88821,12.82147,176.07
47.44821,12.94147,175.73
46.09821,13.03147,175.85
44.82821,13.15147,176.39
43.31821,13.24147,175.85
41.94821,13.36147,176.11
40.43821,13.46147,175.36
39.08821,13.58147,175.39
37.84821,13.66147,176.33
36.40821,13.76147,175.76
35.09821,13.88147,176.31
33.45821,13.98147,175.2
32.17821,14.09147,175.97
30.77821,14.19147,175.97
29.29821,14.31147,175.41
28.02821,14.40147,175.85
26.57821,14.52147,175.57
25.19821,14.61147,175.77
23.82821,14.73147,175.67
22.38821,14.83147,175.45
21.04821,14.95147,175.53
19.69821,15.03147,175.93
18.35821,15.16147,175.87
17.24821,15.23147,177.38
16.46821,15.30147,181.03
14.22821,15.46147,176.03
12.78821,15.55147,175.31
11.37821,15.67147,175.24
9.93821,15.76147,175.15
9.28821,15.86147,179.07
5.22821,16.16147,179.25
3.84821,16.25147,179.29
1.74821,16.40147,175.4
-17.37179,16.43147,176.65
-15.96179,16.30147,177.1
-14.59179,16.22147,176.69
-13.02179,16.09147,177.41
-11.77179,15.97147,176.97
-10.43179,15.88147,176.74
-7.55179,15.63147,177.21
-6.26179,15.54147,176.77
-4.86179,15.42147,176.64
-3.45179,15.33147,176.73
-2.17179,15.21147,176.19
-0.83179,15.09147,176.01
0.47821,15.00147,175.78
1.81821,14.88147,175.59
3.67821,14.74147,178.42
5.29821,14.64147,179.23
6.70821,14.52147,179.15
8.00821,14.40147,178.42
8.85821,14.33147,175.42
10.26821,14.21147,175.24
11.67821,14.12147,175.43
13.96821,13.96147,180.82
15.43821,13.83147,181.02
16.88821,13.71147,180.89
18.16821,13.62147,180.87
19.04821,13.52147,177.68
20.02821,13.45147,175.29
21.46821,13.32147,175.25
22.94821,13.19147,175.79
24.38821,13.10147,175.46
25.78821,12.98147,175.62
27.16821,12.89147,175.77
28.56821,12.77147,175.82
30.08821,12.64147,176.21
31.32821,12.55147,175.76
32.76821,12.43147,175.76
34.17821,12.31147,175.53
35.61821,12.21147,175.98
36.95821,12.09147,175.62
38.52821,11.96147,176.18
39.83821,11.87147,175.96
41.22821,11.75147,175.98
42.59821,11.63147,176.04
43.96821,11.54147,175.73
45.34821,11.42147,175.76
46.62821,11.33147,175.3
48.25821,11.20147,176.45
49.63821,11.08147,176.13
51.00821,10.99147,176.4
52.44821,10.86147,176.45
58.67821,10.51147,205.51
53.86821,10.74147,176.78
59.92821,10.43147,204.86
61.32821,10.30147,205.15
62.60821,10.18147,204.91
63.99821,10.09147,205.15
65.33821,9.97147,205.03
66.70821,9.88147,205.1
68.08821,9.76147,204.92
69.45821,9.64147,204.87
70.79821,9.55147,204.89
72.23821,9.43147,204.93
73.61821,9.34147,205
74.92821,9.22147,205.03
76.36821,9.09147,204.98
77.74821,9.00147,204.85
79.08821,8.88147,204.91
80.45821,8.76147,204.8
81.83821,8.67147,205.09
83.20821,8.55147,205.03
82.73821,2.53147,204.68
81.42821,2.61147,204.82
80.03821,2.74147,204.9
78.62821,2.83147,204.74
77.28821,2.95147,204.98
75.88821,3.041470001,204.79
74.53821,3.16147,204.94
73.16821,3.25147,204.86
71.79821,3.37147,205.18
70.44821,3.46147,205.03
69.10821,3.58147,205.08
67.65821,3.67147,205.27
66.28821,3.791470001,205.25
64.93821,3.88147,205.24
63.56821,4.00147,205.28
62.19821,4.09147,205.26
60.84821,4.21147,205.54
56.02821,4.45147,176.81
54.48821,4.57147,175.9
53.14821,4.66147,175.92
51.83821,4.78147,176.37
50.45821,4.87147,176.12
49.15821,4.99147,176.4
47.80821,5.08147,176.46
46.36821,5.20147,175.8
45.11821,5.291470001,176.48
43.73821,5.38147,176.25
42.33821,5.50147,175.75
41.08821,5.59147,176.42
39.58821,5.71147,176.05
38.14821,5.84147,175.95
36.73821,5.93147,175.65
35.42821,6.021470001,175.9
34.08821,6.14147,176.28
32.66821,6.26147,176.51
31.09821,6.36147,175.56
29.75821,6.48147,176.09
28.24821,6.57147,175.96
26.90821,6.69147,176.19
25.40821,6.791470001,175.78
23.92821,6.92147,175.89
22.52821,7.01147,175.74
21.00821,7.13147,175.04
19.72821,7.22147,175.65
18.32821,7.34147,175.44
16.88821,7.47147,175.51
15.44821,7.56147,175.51
14.55821,7.63147,177.91
13.54821,7.74147,179.9
12.26821,7.82147,180.39
10.96821,7.94147,180.47
7.90821,8.17147,178.45
5.94821,8.28147,175.58
4.73821,8.39147,175.74
3.45821,8.48147,175.97
2.01821,8.60147,175.74
0.70821,8.69147,176.18
-0.66179,8.81147,176.21
-1.94179,8.90147,176.58
-3.29179,9.021470001,176.53
-4.63179,9.11147,176.62
-5.98179,9.23147,177.22
-7.19179,9.31147,178.05
-8.79179,9.44147,176.84
-10.23179,9.541470001,176.89
-11.67179,9.66147,176.95
-13.14179,9.75147,176.48
-14.50179,9.87147,176.96
-15.90179,9.97147,176.72
-17.31179,10.09147,176.55
-18.62179,10.18147,177
-19.96179,10.30147,177.22
-19.57179,10.31147,186.75
-21.47179,10.39147,176.68
-19.53179,10.34147,194.33
-22.87179,10.52147,176.62
-19.99179,10.40147,199.62
-24.38179,10.64147,176.58
-25.72179,10.73147,176.87
-27.24179,10.86147,176.35
-28.64179,10.95147,176.36
-30.12179,11.08147,175.7
-31.43179,11.16147,175.85
-32.83179,11.29147,175.51
-34.11179,11.37147,175.49
-35.29179,11.45147,176.53
-36.89179,11.58147,175.67
-38.24179,11.71147,175.67
-39.59179,11.79147,175.89
-40.99179,11.92147,176.04
-42.43179,12.01147,176.11
-43.81179,12.13147,176.08
-45.15179,12.22147,175.91
-46.49179,12.34147,176.04
-47.80179,12.43147,176.32
-49.21179,12.52147,176.18
-50.53179,12.64147,176.57
-51.93179,12.73147,176.45
-53.37179,12.85147,176.23
-54.78179,12.98147,176.57
-56.32179,13.07147,176.33
-57.73179,13.20147,176.47
-59.23179,13.29147,175.84
-60.67179,13.42147,176.13
-62.11179,13.54147,176.07
-63.56179,13.63147,175.75
-64.81179,13.75147,176.63
-66.12179,13.84147,176.87
-67.78179,13.97147,175.72
-69.13179,14.06147,175.93
-70.70179,14.19147,175.22
-72.04179,14.28147,175.96
-73.45179,14.40147,175.95
-75.03179,14.50147,175.08
-76.43179,14.62147,175.27
-77.81179,14.74147,175.42
-79.15179,14.83147,175.75
-80.46179,14.92147,175.84
-81.77179,15.04147,176.05
-83.11179,15.13147,176.22
-84.58179,15.25147,175.89
-85.99179,15.38147,175.98
-87.34179,15.47147,176.18
-88.72179,15.59147,176.42
-87.72179,14.33147,177.08
-86.47179,14.25147,176.1
-85.12179,14.13147,176.04
-83.65179,14.00147,176.27
-82.28179,13.91147,176.11
-80.80179,13.78147,176.31
-79.56179,13.67147,175.46
-78.12179,13.58147,175.82
-76.78179,13.45147,175.66
-75.27179,13.33147,175.7
-73.80179,13.23147,176
-72.42179,13.11147,175.71
-70.88179,12.98147,176.28
-69.31179,12.85147,176.41
-67.90179,12.76147,176.18
-66.59179,12.64147,175.96
-65.22179,12.52147,176.07
-63.74179,12.43147,176.49
-62.40179,12.31147,176.4
-61.12179,12.19147,176.14
-59.68179,12.09147,176.26
-58.27179,11.97147,176.09
-56.76179,11.84147,176.27
-55.45179,11.76147,175.89
-54.05179,11.63147,176.07
-52.54179,11.51147,176.69
-51.17179,11.42147,176.62
-49.76179,11.29147,176.66
-48.41179,11.17147,176.52
-47.07179,11.08147,176.13
-45.53179,10.95147,176.4
-44.09179,10.83147,176.34
-42.78179,10.74147,175.87
-41.31179,10.62147,175.75
-39.84179,10.49147,175.87
-38.43179,10.37147,175.94
-36.98179,10.27147,175.86
-35.60179,10.15147,175.69
-34.33179,10.03147,175.3
-32.92179,9.94147,175.4
-31.42179,9.82147,175.64
